Show,A,Z,N,symb,symb A,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,Total BE MeV,atomic mass, unc, mass excess,unc
0,150,58,92,Ce,Ce 150,,,0, ,0+, ,4,6,s,4,0.6,B-,100, , , , , , , , , , , , ,3453.625,14291,-1878.81,15,-2324.68,24,-8716.888,436,6248.26,16,11915.91,201,8201.122,78,1230.1683,149930384.035,12556,-64846.854,11697
0,150,59,91,Pr,Pr 150,,,0, ,(1-), ,6.19,16,s,6.19,0.16,B-,100, , , , , , , , , , , , ,5379.276,9085,-1996.33,9,-1675.11,35,-3453.625,15,5332.43,13,8919.54,14,8218.931,60,1232.83965,149926676.415,9678,-68300.479,9015
0,150,60,90,Nd,Nd 150,5.04,44,0, ,0+, ,9.1E+018,7,Y,2.87168026368787E+026,2.20898481822144E+025,2B-,100, , , , , , , , , , , , ,-82.616,20001,-5686.82,192,-469.28,16,-5379.276,9,7375.61,187,9929.36,10,8249.577,9,1237.43655,149920901.525,1384,-73679.755,1289
0,150,61,89,Pm,Pm 150,,,0, ,(1-), ,2.698,15,h,9712.8,54,B-,100, , , , , , , , , , , , ,3454,20000,-4532.72,20,658.95,40,82.616,20,5604.2,20,6510.64,20,8243.81,134,1236.5715,149920990.217,21514,-73597.139,20041
1,150,62,88,Sm,Sm 150,5.0387,47,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-2258.905,6181,-8681.34,4,1449.81,96,-3454,20,7986.72,38,8275.85,191,8261.621,9,1239.24315,149917282.195,1368,-77051.139,1274
0,150,63,87,Eu,Eu 150,5.0296,108,0, ,5-, ,36.9,9,Y,1164450568.46244,28401233.3771328,EC+B+,100, , , , , , , , ,2.708, ,1.13, ,971.7,3543,-7736.54,7,2237.16,7,2258.905,6,6422.44,7,4945.47,6,8241.346,42,1236.2019,149919707.229,6712,-74792.234,6253
0,150,64,86,Gd,Gd 150,5.0342,159,0, ,0+, ,1790000,8,Y,56486897494519.7,2524554077967.36,A,100, , , , , , , , , , , , ,-4658.213,8379,-12346.58,7,2807.46,6,-971.7,9,8708.24,7,6611.79,7,8242.609,41,1236.39135,149918664.066,6523,-75763.934,6076
0,150,65,85,Tb,Tb 150,4.9499,1505,0, ,(2)-, ,3.48,16,h,12528,576,EC+B+,100, ,A,0.05, , , , , , , , , ,-1796.122,8389,-11481.13,12,3586.9,5,4658.213,10,7688.37,8,3267.68,8,8206.338,49,1230.9507,149923664.864,7927,-71105.721,7384
0,150,66,84,Dy,Dy 150,5.0706,2413,0, ,0+, ,7.17,5,m,430.2,3,EC+B+,64,5,A,36,5, , , , , , , , ,-7363.719,14468,-15734.34,13,4351.27,154,1796.121,9,9685.01,10,5109.9,5,8189.149,29,1228.37235,149925593.08,4667,-69309.6,4348
0,150,67,83,Ho,Ho 150,,,0, ,(2)-, ,72,4,s,72,4,EC+B+,100, , , , , , , , , , , , ,-4114.568,13591,-16275.58,31,3392.81,47,7363.719,15,8370.62,19,1538.94,17,8134.842,94,1220.2263,149933498.358,15210,-61945.881,14168
0,150,68,82,Er,Er 150,5.0548,254,0, ,0+, ,18.5,7,s,18.5,0.7,EC+B+,100, , , , , , , , , , , , ,-11340,196,-22020,196,2298.69,18,4114.568,22,12161.01,33,3473.7,21,8102.195,115,1215.32925,149937915.528,18459,-57831.313,17195
0,150,69,81,Tm,Tm 150,,,0, ,(6-), ,2.2,6,s,2.2,0.06,EC+B+,100, ,ECP,1.2, , , , , , , , , ,-7852,358,-21364,358,2322,196,11340.313,197,10680,277,38,198,8021,1,1203.15,149950090,210,-46491,196
0,150,70,80,Yb,Yb 150,,,0, ,0+,GE,200, ,ns,2E-07, , , , , , , , , , , , , , , ,-13998,424,,,3259,300,7853,358,13511,424,2045,358,7964,2,1194.6,149958520,322,-38638,300
0,150,71,79,Lu,Lu 150,,,0, ,(2+), ,45,3,ms,0.045,0.003,P,70.9,1.9,EC+B+,29.1,1.9, , , , , , , , ,,,,,3991,361,13998,424,,,-1269.6,231,7865,2,1179.75,149973548,322,-24640,300
0,151,55,96,Cs,Cs 151,,,0, , , ,69,26,ms,0.069,0.026,B-,100, ,B-N, , , , , , , , , , ,10710,640,7599,583,,,,,4131,640,,,8013,3,1209.963,150963253,537,-34230,500
0,151,56,95,Ba,Ba 151,,,0, , , ,0.167,5,s,0.167,0.005,B-,100, ,B-N, , , , , , , , , , ,8370,591,3119,591,-5005,447,-10710,640,3111,500,14059,565,8079,3,1219.929,150951755,429,-44940,400
0,151,57,94,La,La 151,,,0, ,(1/2+), ,0.457,+30-18,s,0.457, ,B-,100, ,B-N, , , , , , , , , , ,7914.718,435833,3465.2,436,-3815.18,436,-8370.333,591,5251.68,616,10699,529,8129.043,2884,1227.485493,150942769,467500,-53310.333,435473
0,151,58,93,Ce,Ce 151,,,0, ,(5/2+), ,1.76,6,s,1.76,0.06,B-,100, , , , , , , , , , , , ,5554.578,21189,-995.89,20,-3385.94,27,-7914.719,436,4449.51,21,12384.06,436,8176.277,117,1234.617827,150934272.2,19000,-61225.052,17698
0,151,59,92,Pr,Pr 151,,,0, ,(3/2-), ,18.9,7,s,18.9,0.07,B-,100, , , , , , , , , , , , ,4163.358,11689,-1171.19,12,-2526.16,16,-5554.578,21,6550.47,15,9221.75,17,8207.881,77,1239.390031,150928309.114,12507,-66779.63,11651
0,151,60,91,Nd,Nd 151,,,0, ,3/2+, ,12.44,7,m,746.4,4.2,B-,100, , , , , , , , , , , , ,2443.075,4473,-5417.17,20,-1354.01,9,-4163.358,12,5334.55,10,9931.48,9,8230.272,9,1242.771072,150923839.565,1387,-70942.988,1293
0,151,61,90,Pm,Pm 151,,,0, ,5/2+, ,28.4,4,h,102240,144,B-,100, , , , , , , , ,1.8, ,1.9, ,1190.217,4476,-4406.24,4,-366.91,16,-2443.075,5,7860.24,20,6995.28,4,8241.27,31,1244.43177,150921216.817,4994,-73386.063,4653
0,151,62,89,Sm,Sm 151,5.055,57,0, ,5/2-, ,90,8,Y,2840123337.71328,252455407.796736,B-,100, , , , , , , , ,-0.3611, ,0.71, ,76.574,538,-7855.36,6,1145.55,96,-1190.216,5,5596.46,11,8268.11,20,8243.971,8,1244.839621,150919939.066,1367,-74576.279,1273
2,151,63,88,Eu,Eu 151,5.0522,46,0, ,5/2+,GE,1.7E+018, ,Y,5.36467741568064E+025, ,A, , , , , , , , , ,3.4717, ,0.903, ,-464.116,2779,-6960.24,6,1964.49,107,-76.575,1837,7931.94,6,4890.69,55,8239.297,9,1244.133847,150919856.86,1422,-74652.854,1325
0,151,64,87,Gd,Gd 151,,,0, ,7/2-, ,123.9,10,d,10704960,86400,EC,100, ,A,8E-07, , , , , ,0.77, , , ,-2565.233,3762,-11154.33,8,2652.7,291,464.117,3,6496.12,7,6685.47,7,8231.043,20,1242.887493,150920355.109,3280,-74188.737,3056
0,151,65,86,Tb,Tb 151,4.963,1504,0, ,1/2(+), ,17.609,14,h,63392.4,50.4,EC+B+,99.9905,0.0015,A,0.0095,0.0015, , , , ,0.919, , , ,-2871.099,4944,-10385.22,6,3496.34,4,2565.233,5,8589.1,8,3148.54,7,8208.873,27,1239.539823,150923109.001,4441,-71623.504,4137
0,151,66,85,Dy,Dy 151,5.0801,2435,0, ,7/2(-), ,17.9,3,m,1074,18,EC+B+,94.4,0.4,A,5.6,0.4, , , , ,-0.945, ,-0.3, ,-5129.667,8756,-14877.84,15,4179.62,264,2871.099,5,7514.12,5,4935.65,8,8184.678,22,1235.886378,150926191.253,3535,-68752.405,3293
0,151,67,84,Ho,Ho 151,5.0398,354,0, ,(11/2-), ,35.2,1,s,35.2,0.1,EC+B+,78,3,A,22,3, , , , , , , , ,-5356.454,18444,-13862.74,19,4695.01,182,5129.667,9,9748.17,16,1602.11,9,8145.526,55,1229.974426,150931698.177,8912,-63622.738,8302
0,151,68,83,Er,Er 151,,,0, ,(7/2-), ,23.5,20,s,23.5,2,EC+B+,100, , , , , , , , , , , , ,-7493.528,25460,-19847,196,3504.84,19,5356.454,18,8506.29,24,3609.37,22,8104.872,109,1223.835672,150937448.567,17681,-58266.284,16470
0,151,69,82,Tm,Tm 151,,,0, ,(11/2-), ,4.17,11,s,4.17,0.11,EC+B+,100, , , , , , , , , , , , ,-9230.414,300136,-20206,301,2559.42,20,7493.528,25,12353,197,230.41,9,8050.064,129,1215.559664,150945493.201,20843,-50772.756,19416
0,151,70,81,Yb,Yb 151,,,0, ,(1/2+), ,1.6,1,s,1.6,0.1,EC+B+,100, ,ECP,0, , , , , , , , , ,-11434,425,-24974,425,2640.55,303,9230.414,301,10975,425,2340,359,7983.755,1990,1205.547005,150955402.458,322591,-41542.342,300492
0,151,71,80,Lu,Lu 151,,,0, ,11/2-, ,80.6,20,ms,0.0806,0.002,P,63.4,0.9,EC+B+,36.6,0.9, , , , , , , , ,,,,,3441,300,11434.342,425,13540,424,-1240.97,182,7903,2,1193.353,150967677,322,-30108,300
0,151,72,79,Hf,Hf 151,,,0, , , , , , , , , , , , , , , , , , , , , , , ,,,, ,,,,,,,, ,,, ,,,
0,152,55,97,Cs,Cs 152,,,0, , ,GT,50, ,ms,0.05, ,B-,100, ,B-N, , ,B-2N, , , , , , , ,12780,640,7938,640,,,,,2772,707,,,7979,3,1212.808,151968942,537,-28930,500
0,152,56,96,Ba,Ba 152,,,0, ,0+, ,0.139,8,s,0.139,0.008,B-,100, ,B-N, , , , , , , , , , ,7580,500,3529,591,-5535,500,-12780,640,4842,565,14770,640,8057,3,1224.664,151955222,429,-41710,400
0,152,57,95,La,La 152,,,0, ,(2-), ,0.298,+6-23,s,0.298, ,B-,100, ,B-N, , , , , , , , , , ,9690,361,3864,300,-4804,300,-7580,500,4051,529,11639,500,8102,2,1231.504,151947085,322,-49290,300
0,152,58,94,Ce,Ce 152,,,0, ,0+, ,1.4,2,s,1.4,0.2,B-,100, , , , , , , , , , , , ,4778,201,-272,201,-3812,210,-9690,361,5827,201,12959,479,8161,1,1240.472,151936682,215,-58980,200
0,152,59,93,Pr,Pr 152,,,0, ,(4+), ,3.57,18,s,3.57,0.18,B-,100, , , , , , , , , , , , ,6391.344,30710,-886.39,19,-3474.24,27,-4778.063,201,5049.75,22,9821.98,26,8187.104,122,1244.439808,151931552.9,19900,-63758.063,18537
0,152,60,92,Nd,Nd 152,,,0, ,0+, ,11.4,2,m,684,12,B-,100, , , , , , , , , , , , ,1104.778,18501,-4834.66,25,-2175.92,27,-6391.344,31,7277.74,24,10658.75,27,8224.005,161,1250.04876,151924691.509,26285,-70149.407,24485
0,152,61,91,Pm,Pm 152,,,0, ,1+, ,4.12,8,m,247.2,4.8,B-,100, , , , , , , , , , , , ,3508.417,25886,-4749.22,26,-1143.68,30,-1104.779,36,5939.44,26,7600.17,26,8226.127,170,1250.371304,151923505.481,27817,-71254.186,25912
0,152,62,90,Sm,Sm 152,5.0819,60,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-1874.348,687,-8181.07,69,220.48,194,-3508.417,26,8257.64,61,8665.51,5,8244.061,8,1253.097272,151919739.04,1301,-74762.603,1212
0,152,63,89,Eu,Eu 152,5.1064,66,0, ,3-, ,13.517,9,Y,426554968.39856,284012.333771328,EC+B+,72.08,0.13,B-,27.92,0.13, , , , ,-1.9401, ,2.71, ,1818.661,702,-6770.83,278,1552.55,6,1874.348,1796,6306.72,10,5600.95,54,8226.583,9,1250.440616,151921751.235,1423,-72888.255,1326
2,152,64,88,Gd,Gd 152,5.0774,47,0, ,0+, ,108000000000000,8,Y,3.40814800525594E+021,2.52455407796736E+020,A,100, , , , , , , , , , , , ,-3990,40000,-11154.73,4,2204.43,104,-1818.661,1792,8589.5,285,7343.03,70,8233.401,8,1251.476952,151919798.822,1294,-74706.916,1206
0,152,65,87,Tb,Tb 152,4.9689,1504,0, ,2-, ,17.5,1,h,63000,360,EC+B+,100, ,A,7E-07, , , , , ,-0.58, ,0.34, ,-599.044,40258,-10035.83,40,3157.5,41,3990,40,7164.73,40,3817.15,40,8202.004,263,1246.704608,151924082.263,42961,-70716.916,40018
0,152,66,86,Dy,Dy 152,5.095,2482,0, ,0+, ,2.38,2,h,8568,72,EC+B+,99.9,0.007,A,0.1,0.007, , , , , , , , ,-6513.102,13325,-14566.45,9,3726.54,4,599.043,40,9436.78,5,5783.34,6,8192.916,30,1245.323232,151924725.363,4963,-70117.873,4624
0,152,67,85,Ho,Ho 152,5.0614,343,0, ,2-, ,161.8,3,s,161.8,0.3,EC+B+,88,3,A,12,3, , , , ,-1.02, ,0.08, ,-3104.394,9815,-13409.8,21,4507.4,134,6513.102,13,8053.35,15,2141.34,13,8144.919,82,1238.027688,151931717.465,13450,-63604.771,12529
0,152,68,84,Er,Er 152,5.0843,257,0, ,0+, ,10.3,1,s,10.3,0.1,A,90,4,EC+B+,10,4, , , , , , , , ,-8780.104,54743,-17798.94,21,4934.26,162,3104.394,15,10305.41,19,4166.61,12,8119.349,58,1234.141048,151935050.169,9479,-60500.377,8830
0,152,69,83,Tm,Tm 152,,,0, ,(2)-, ,8,10,s,8,1,EC+B+,100, , , , , , , , , , , , ,-5449.892,139620,-18249.25,305,3845.97,100,8780.104,55,9018.83,57,742.96,56,8056.438,355,1224.578576,151944476,58000,-51720.273,54027
0,152,70,82,Yb,Yb 152,5.0423,146,0, ,0+, ,3.03,6,s,3.03,0.06,EC+B+,100, ,B+P, , , , , , , , , , ,-12848,246,-24233,335,2783.69,150,5449.892,159,12799.36,336,2786.6,151,8015.436,985,1218.346272,151950326.7,160718,-46270.381,149708
0,152,71,81,Lu,Lu 152,,,0, ,(4- 5- 6-), ,0.7,1,s,0.7,0.1,EC+B+,100, ,B+P,15,7, , , , , , , , ,,,,,2918,196,12848.381,247,11385,358,-831,359,7926,1,1204.752,151964120,210,-33422,196
0,153,56,97,Ba,Ba 153,,,0, , , ,0.12,5,s,0.12,0.05,B-,100, ,B-N, , , , , , , , , , ,9590,500,4749,500,,,,,2831,565,14828,640,8023,3,1227.519,152960848,429,-36470,400
0,153,57,96,La,La 153,,,0, ,(1/2+), ,0.245,18,s,0.245,0.018,B-,100, ,B-N, , , , , , , , , , ,8850,361,4849,361,-5234,500,-13240,583,4841,424,11638,500,8081,2,1236.393,152950553,322,-46060,300
0,153,58,95,Ce,Ce 153,,,0, ,(3/2-), ,0.865,25,s,0.865,0.025,B-,100, ,B-N, , , , , , , , , , ,6659,201,777,201,-4214,481,-8850,361,4001,283,12909,361,8134,1,1244.502,152941052,215,-54910,200
0,153,59,94,Pr,Pr 153,,,0, , , ,4.28,11,s,4.28,0.11,B-,100, , , , , , , , , , , , ,5761.834,12190,509.63,27,-3773.47,201,-6658.463,200,5881.72,22,9877,201,8172.036,78,1250.321508,152933903.532,12755,-61568.463,11882
0,153,60,93,Nd,Nd 153,,,0, ,(3/2)-, ,31.6,10,s,31.6,1,B-,100, , , , , , , , , , , , ,3317.527,9355,-4147.43,26,-3085.3,11,-5761.834,12,5252.21,25,10861.2,19,8204.582,18,1255.301046,152927717.949,2948,-67330.297,2747
0,153,61,92,Pm,Pm 153,,,0, ,5/2-, ,5.25,2,m,315,1.2,B-,100, , , , , , , , , , , , ,1911.862,9093,-3956.54,9,-2033.37,13,-3317.527,9,7464.96,27,7787.39,26,8221.152,59,1257.836256,152924156.436,9732,-70647.824,9066
0,153,62,91,Sm,Sm 153,5.0925,68,0, ,3/2+, ,46.284,4,h,166622.4,14.4,B-,100, , , , , , , , ,-0.0216, ,1.26, ,807.536,708,-7742.75,70,-609.14,194,-1911.862,9,5868.4,13,8594.47,26,8228.534,8,1258.965702,152922103.969,1309,-72559.686,1219
1,153,63,90,Eu,Eu 153,5.1115,62,0, ,5/2+, ,STABLE, , , , , , , , , , , , , , ,1.5324, ,2.412, ,-484.671,717,-6731.62,71,272.12,199,-807.536,1804,8550.28,12,5893.59,69,8228.699,9,1258.990947,152921237.043,1428,-73367.222,1330
0,153,64,89,Gd,Gd 153,,,0, ,3/2-, ,240.4,10,d,20770560,86400,EC,100, , , , , , , , ,0.38, , , ,-1569.213,3845,-10236.95,40,1828.27,74,484.671,1793,6246.95,13,7283.27,71,8220.418,8,1257.723954,152921757.359,1291,-72882.551,1203
0,153,65,88,Tb,Tb 153,4.995,1502,0, ,5/2+, ,2.34,1,d,202176,864,EC+B+,100, , , , , , , , ,3.44, ,1.08, ,-2170.394,1933,-9266.78,6,2702.86,5,1569.213,4,8667.74,40,3895.39,4,8205.048,26,1255.372344,152923441.978,4289,-71313.338,3995
0,153,66,87,Dy,Dy 153,5.1035,2516,0, ,7/2(-), ,6.4,1,h,23040,360,EC+B+,99.9906,0.0014,A,0.0094,0.0014, , , , ,-0.782, ,-0.02, ,-4130.84,6157,-13609.49,13,3559.15,4,2170.395,6,7096.39,6,5715,40,8185.749,26,1252.419597,152925771.992,4346,-69142.943,4048
0,153,67,86,Ho,Ho 153,5.076,339,0, ,11/2-, ,2.01,3,m,120.6,1.8,EC+B+,99.949,0.025,A,0.051,0.025, , , , ,6.81, ,-1.1, ,-4543.499,9916,-12583.04,10,4051.65,4,4130.84,7,9478.65,13,2183.2,7,8153.637,33,1247.506461,152930206.632,5468,-65012.103,5094
0,153,68,85,Er,Er 153,,,0, ,(7/2-), ,37.1,2,s,37.1,0.2,A,53,3,EC+B+,47,3, , , , ,-0.934, ,-0.42, ,-6495.276,12891,-16819.65,55,4802.39,140,4543.499,11,8039.54,12,4152.8,15,8118.827,61,1242.180531,152935084.279,10006,-60468.604,9321
0,153,69,84,Tm,Tm 153,5.0643,190,0, ,(11/2-), ,1.48,1,s,1.48,0.01,A,91,3,EC+B+,9,3, , , , ,6.93, ,0.5, ,-6765,196,-15774.27,150,5248.33,145,6495.275,15,10324.37,55,761.92,12,8071.261,78,1234.902933,152942057.244,12864,-53973.329,11983
0,153,70,83,Yb,Yb 153,,,0, ,7/2-, ,4.2,2,s,4.2,0.2,A,60, ,EC+B+,40, ,B+P,0.008, , ,-1.05, ,-1.5, ,-8835,247,-21857,277,4109,198,6765.329,196,9009,246,2777,203,8022,1,1227.366,152949320,210,-47208,196
0,153,71,82,Lu,Lu 153,,,0, ,11/2-, ,0.9,2,s,0.9,0.2,A,70, ,EC+B+,30, , , , , , , , , ,-11073,335,,,3085,247,8835.156,247,13022,247,-608.57,10,7959.07,981,1217.73771,152958805.054,161068,-38372.844,150034
0,153,72,81,Hf,Hf 153,,,0, , ,GT,60, ,ns,6E-08, , , , , , , , , , , , , , , ,,,,,3473,424,11072.844,335,,,1167,358,7882,2,1205.946,152970692,322,-27300,300
0,154,56,98,Ba,Ba 154,,,0, ,0+, ,53,48,ms,0.053,0.048,B-,100, ,B-N, , , , , , , , , , ,8709,583,5168,583,,,,,4422,640,,,8000,3,1232,153964766,537,-32820,500
0,154,57,97,La,La 154,,,0, ,(2-), ,0.161,15,s,0.161,0.015,B-,100, ,B-N, , , , , , , , , , ,10690,361,5309,361,-5785,500,,,3541,424,12349,500,8051,2,1239.854,153955416,322,-41530,300
0,154,58,96,Ce,Ce 154,,,0, ,0+, ,0.722,14,s,0.722,0.014,B-,100, ,B-N, , , , , , , , , , ,5885,230,1278,201,-4744,361,-10690,361,5381,283,13449,361,8116,1,1249.864,153943940,215,-52220,200
0,154,59,95,Pr,Pr 154,,,0, ,(3+), ,2.3,1,s,2.3,0.1,B-,100, , , , , , , , , , , , ,7720,100000,1154,113,-4399.93,450,-5884.976,230,4607.83,114,10484,230,8148.892,734,1254.929368,153937621.738,121320,-58104.976,113009
0,154,60,94,Nd,Nd 154,,,0, ,0+, ,25.9,2,s,25.9,0.2,B-,100, , , , , , , , , , , , ,2687,25000,-3248.47,53,-3403.04,54,-7720,125,6566,53,11545.48,54,8193.942,342,1261.867068,153929333.977,56513,-65824.976,52642
0,154,61,93,Pm,Pm 154,,,0, ,(3 4), ,2.68,7,m,160.8,4.2,B-,100, , , , , , , , , , , , ,3943.2,46303,-4023.61,46,-2636.41,47,-2687,70,5935.47,47,8470.65,46,8206.31,301,1263.77174,153926449.364,49733,-68511.976,46326
1,154,62,92,Sm,Sm 154,5.1053,67,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-717.056,1103,-7159.27,108,-1200.34,105,-3943.2,46,7966.81,85,9096.32,9,8226.835,9,1266.93259,153922216.164,1569,-72455.176,1462
0,154,63,91,Eu,Eu 154,5.1239,79,0, ,3-, ,8.601,10,Y,271421120.307466,315569.25974592,B-,99.982,0.012,EC+B+,0.018,0.012, , , , ,-2.005, ,2.84, ,1967.834,755,-6926.89,74,-565.9,20,717.055,1987,6442.22,24,6467.41,74,8217.098,9,1265.433092,153922985.955,1444,-71738.121,1346
0,154,64,90,Gd,Gd 154,5.1223,40,0, ,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-3549.651,45298,-10463.93,4,920.27,66,-1967.833,1801,8894.72,17,7627.7,73,8224.796,8,1266.618584,153920873.398,1285,-73705.954,1197
0,154,65,89,Tb,Tb 154,5.0333,1501,0, ,0, ,21.5,4,h,77400,1440,EC+B+,100, ,B-,0.1, , , , , , , , , ,237.604,45901,-9084.68,45,2211.02,46,3549.651,45,6914.28,45,4562.72,45,8196.666,294,1262.286564,153924684.106,48646,-70156.303,45314
0,154,66,88,Dy,Dy 154,5.1241,2617,0, ,0+, ,3000000,15,Y,94670777923776,47335388961888,A,100, , , , , , , , , , , , ,-5754.596,10178,-13453.12,9,2945.11,5,-237.604,46,9322.28,8,6369.54,8,8193.129,48,1261.741866,153924429.028,7992,-70393.907,7445
0,154,67,87,Ho,Ho 154,5.0856,333,0, ,2-, ,11.76,19,m,705.6,11.4,EC+B+,99.981,0.005,A,0.019,0.005, , , , ,-0.643, ,0.19, ,-2034.291,9463,-12242.02,12,4041.49,4,5754.596,11,7698.53,10,2785.34,9,8150.681,53,1255.204874,153930606.841,8833,-64639.311,8228
0,154,68,86,Er,Er 154,5.1129,268,0, ,0+, ,3.73,9,m,223.8,5.4,EC+B+,99.53,0.13,A,0.47,0.13, , , , , , , , ,-8177.888,14916,-16703.01,13,4279.66,261,2034.291,10,10207.73,10,4881.89,7,8132.392,32,1252.388368,153932790.743,5353,-62605.02,4986
0,154,69,85,Tm,Tm 154,5.0755,166,0, ,(2-), ,8.1,3,s,8.1,0.3,A,54,5,EC+B+,46,5, , , , ,-1.14, ,0.4, ,-4495.048,13953,-15290,196,5093.83,264,8177.889,15,8525.12,19,1247.5,17,8074.208,94,1243.428032,153941570.067,15472,-54427.131,14412
0,154,70,84,Yb,Yb 154,5.0875,105,0, ,0+, ,0.409,2,s,0.409,0.002,A,92.6,1.2,EC+B+,7.4,1.2, , , , , , , , ,-10217,197,-19630.56,151,5474.31,173,4495.048,23,10795,196,3247.72,21,8039.939,112,1238.150606,153946395.701,18552,-49932.083,17281
0,154,71,83,Lu,Lu 154,,,0, ,(2-), , , , , , , , , , , , , , , , , , , , ,-7045,358,-20486,358,4351,277,10217.083,197,9414,247,-204.06,14,7969,1,1227.226,153957364,211,-39715,196
0,154,72,82,Hf,Hf 154,,,0, ,0+, ,2,1,s,2,1,EC+B+,100, ,A,0, , , , , , , , , ,,,,,3543,424,7045,358,13441,424,1586,335,7918,2,1219.372,153964927,322,-32670,300
0,155,57,98,La,La 155,,,0, ,(1/2+), ,0.101,28,s,0.101,0.028,B-,100, ,B-N, , , , , , , , , , ,9850,500,6218,447,-6126,640,,,4472,500,12399,640,8028,3,1244.34,154959280,429,-37930,400
0,155,58,97,Ce,Ce 155,,,0, ,(5/2-), ,0.313,7,s,0.313,0.007,B-,100, ,B-N, , , , , , , , , , ,7635,300,2254,321,-5265,500,-9850,500,3632,361,13539,424,8087,2,1253.485,154948706,322,-47780,300
0,155,59,96,Pr,Pr 155,,,0, ,(3/2-), ,1.47,3,s,1.47,0.03,B-,100, ,B-N, , , , , , , , , , ,6868.456,19472,2338.39,55,-4529.85,436,-7635.268,300,5381.61,114,10485,201,8131.039,111,1260.311045,154940509.259,18462,-55415.268,17198
0,155,60,95,Nd,Nd 155,,,0, , , ,8.9,2,s,8.9,0.2,B-,100, , , , , , , , , , , , ,4656.207,10278,-1843.06,47,-3483.59,20,-6868.456,19,4530.06,53,11467.72,113,8170.304,59,1266.39712,154933135.668,9826,-62283.724,9153
0,155,61,94,Pm,Pm 155,,,0, ,5/2-, ,41.5,2,s,41.5,0.2,B-,100, , , , , , , , , , , , ,3250.888,4946,-2556.07,5,-2585.22,13,-4656.207,10,6499.27,47,8403.93,53,8195.296,30,1270.27088,154928137.024,5065,-66939.931,4718
0,155,62,93,Sm,Sm 155,,,0, ,3/2-, ,22.3,2,m,1338,12,B-,100, , , , , , , , , , ,1.13, ,1627.273,1202,-6524.02,112,-1672.75,109,-3250.888,5,5806.96,27,8967.81,46,8211.223,10,1272.739565,154924647.051,1595,-70190.819,1487
0,155,63,92,Eu,Eu 155,5.1221,69,0, ,5/2+, ,4.753,14,Y,149990069.157236,441796.963644288,B-,100, , , , , , , , ,1.52, ,2.494, ,251.788,870,-6183.45,85,-856.94,5,-1627.273,2043,8151.29,40,6651.89,117,8216.674,9,1273.58447,154922900.102,1504,-71818.092,1401
1,155,64,91,Gd,Gd 155,5.1319,41,0, ,3/2-, ,STABLE, , , , , , , , , , , , , , ,-0.25723, ,1.27, ,-819.83,9789,-9984.89,45,81.48,67,-251.788,1839,6435.24,18,7620.73,77,8213.251,8,1273.053905,154922629.796,1278,-72069.88,1191
0,155,65,90,Tb,Tb 155,5.0391,1500,0, ,3/2+, ,5.32,6,d,459648,5184,EC,100, , , , , , , , ,2.01, ,1.41, ,-2094.5,1897,-8927.46,12,977.89,10,819.83,10,9165.06,46,4833.07,10,8202.914,64,1271.45167,154923509.921,10573,-71250.05,9849
0,155,66,89,Dy,Dy 155,5.1457,2751,0, ,3/2-, ,9.9,2,h,35640,720,EC+B+,100, , , , , , , , ,-0.339, ,0.967, ,-3116.011,16590,-12587.56,13,2608.27,10,2094.5,14,6832.96,12,6288.22,46,8184.354,62,1268.57487,154925758.459,10375,-69155.55,9665
0,155,67,88,Ho,Ho 155,5.1076,325,0, ,5/2+, ,48,1,m,2880,60,EC+B+,100, , , , , , , , ,3.51, ,1.52, ,-3830.35,18474,-11505.84,18,3159.05,18,3116.011,20,9471.54,19,2934.6,19,8159.203,113,1264.676465,154929103.634,18759,-66039.539,17474
0,155,68,87,Er,Er 155,,,0, ,7/2-, ,5.3,3,m,318,18,EC+B+,99.978,0.007,A,0.022,0.007, , , , ,-0.669, ,-0.27, ,-5583.276,11515,-15853.38,16,4118.3,5,3830.35,19,7675.49,8,4858.85,10,8129.444,39,1260.06382,154933215.684,6546,-62209.189,6098
0,155,69,86,Tm,Tm 155,,,0, ,11/2-, ,21.6,2,s,21.6,0.2,EC+B+,99.11,0.24,A,0.89,0.24, , , , , , , , ,-6123.305,19341,-14765.15,20,4571.91,5,5583.276,12,10270.1,17,1309.86,11,8088.375,64,1253.698125,154939209.578,10654,-56625.913,9925
0,155,70,85,Yb,Yb 155,5.104,110,0, ,(7/2-), ,1.793,19,s,1.793,0.019,A,89,4,EC+B+,11,4, , , , ,-0.913, ,-0.5, ,-7957.561,25416,-18859,197,5338.76,206,6123.305,19,8641.84,24,3364.45,22,8043.823,107,1246.792565,154945783.217,17820,-50502.608,16600
0,155,71,84,Lu,Lu 155,,,0, ,11/2-, ,68,1,ms,0.068,0.001,A,90,2,EC+B+,10,2, , , , , , , , ,-8375,299,-17946,301,5802.79,257,7957.561,25,10901,197,-98.07,8,7987.436,124,1238.05258,154954326.011,20661,-42545.047,19246
